"X","Notes","ICD.Chapter","ICD.Chapter.Code","State","State.Code","Year","Year.Code","Deaths","Population","Crude.Rate"
5846,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Hampshire",33,2008,2008,10,1315906,0.8
5847,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Hampshire",33,2009,2009,19,1316102,1.4
5848,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,1999,1999,159,8359592,1.9
5849,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2000,2000,164,8414350,1.9
5850,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2001,2001,178,8492671,2.1
5851,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2002,2002,166,8552643,1.9
5852,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2003,2003,165,8601402,1.9
5853,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2004,2004,162,8634561,1.9
5854,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2005,2005,175,8651974,2
5855,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2006,2006,144,8661679,1.7
5856,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2007,2007,151,8677885,1.7
5857,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2008,2008,140,8711090,1.6
5858,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2009,2009,161,8755602,1.8
5859,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Jersey",34,2010,2010,144,8791894,1.6
5860,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,1999,1999,13,1808082,0.7
5861,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2000,2000,23,1819046,1.3
5862,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2001,2001,29,1831690,1.6
5863,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2002,2002,25,1855309,1.3
5864,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2003,2003,24,1877574,1.3
5865,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2004,2004,25,1903808,1.3
5866,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2005,2005,18,1932274,0.9
5867,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2006,2006,31,1962137,1.6
5868,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2007,2007,37,1990070,1.9
5869,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2008,2008,35,2010662,1.7
5870,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2009,2009,35,2036802,1.7
5871,"","Diseases of the skin and subcutaneous tissue","L00-L98","New Mexico",35,2010,2010,30,2059179,1.5
5872,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,1999,1999,229,18882725,1.2
5873,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2000,2000,234,18976457,1.2
5874,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2001,2001,251,19082838,1.3
5875,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2002,2002,234,19137800,1.2
5876,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2003,2003,282,19175939,1.5
5877,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2004,2004,250,19171567,1.3
5878,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2005,2005,262,19132610,1.4
5879,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2006,2006,242,19104631,1.3
5880,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2007,2007,242,19132335,1.3
5881,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2008,2008,286,19212436,1.5
5882,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2009,2009,275,19307066,1.4
5883,"","Diseases of the skin and subcutaneous tissue","L00-L98","New York",36,2010,2010,265,19378102,1.4
5884,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,1999,1999,123,7949361,1.5
5885,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2000,2000,141,8049313,1.8
5886,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2001,2001,124,8210122,1.5
5887,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2002,2002,139,8326201,1.7
5888,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2003,2003,144,8422501,1.7
5889,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2004,2004,164,8553152,1.9
5890,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2005,2005,168,8705407,1.9
5891,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2006,2006,121,8917270,1.4
5892,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2007,2007,129,9118037,1.4
5893,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2008,2008,132,9309449,1.4
5894,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2009,2009,174,9449566,1.8
5895,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Carolina",37,2010,2010,164,9535483,1.7
5896,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Dakota",38,2001,2001,10,639062,1.6
5897,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Dakota",38,2005,2005,12,646089,1.9
5898,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Dakota",38,2006,2006,12,649422,1.8
5899,"","Diseases of the skin and subcutaneous tissue","L00-L98","North Dakota",38,2009,2009,11,664968,1.7
5900,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,1999,1999,133,11335454,1.2
5901,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2000,2000,139,11353140,1.2
5902,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2001,2001,156,11387404,1.4
5903,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2002,2002,163,11407889,1.4
5904,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2003,2003,162,11434788,1.4
5905,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2004,2004,202,11452251,1.8
5906,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2005,2005,169,11463320,1.5
5907,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2006,2006,199,11481213,1.7
5908,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2007,2007,184,11500468,1.6
5909,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2008,2008,168,11515391,1.5
5910,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2009,2009,183,11528896,1.6
5911,"","Diseases of the skin and subcutaneous tissue","L00-L98","Ohio",39,2010,2010,183,11536504,1.6
5912,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,1999,1999,52,3437147,1.5
5913,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2000,2000,48,3450654,1.4
5914,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2001,2001,43,3467100,1.2
5915,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2002,2002,39,3489080,1.1
5916,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2003,2003,54,3504892,1.5
5917,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2004,2004,54,3525233,1.5
5918,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2005,2005,65,3548597,1.8
5919,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2006,2006,67,3594090,1.9
5920,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2007,2007,57,3634349,1.6
5921,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2008,2008,73,3668976,2
5922,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2009,2009,70,3717572,1.9
5923,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oklahoma",40,2010,2010,65,3751351,1.7
5924,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,1999,1999,37,3393941,1.1
5925,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2000,2000,38,3421399,1.1
5926,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2001,2001,30,3467937,0.9
5927,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2002,2002,45,3513424,1.3
5928,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2003,2003,47,3547376,1.3
5929,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2004,2004,35,3569463,1
5930,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2005,2005,52,3613202,1.4
5931,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2006,2006,49,3670883,1.3
5932,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2007,2007,49,3722417,1.3
5933,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2008,2008,57,3768748,1.5
5934,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2009,2009,54,3808600,1.4
5935,"","Diseases of the skin and subcutaneous tissue","L00-L98","Oregon",41,2010,2010,59,3831074,1.5
5936,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,1999,1999,185,12263805,1.5
5937,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2000,2000,195,12281054,1.6
5938,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2001,2001,187,12298970,1.5
5939,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2002,2002,167,12331031,1.4
5940,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2003,2003,191,12374658,1.5
5941,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2004,2004,226,12410722,1.8
5942,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2005,2005,207,12449990,1.7
5943,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2006,2006,185,12510809,1.5
5944,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2007,2007,192,12563937,1.5
5945,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2008,2008,196,12612285,1.6
5946,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2009,2009,181,12666858,1.4
5947,"","Diseases of the skin and subcutaneous tissue","L00-L98","Pennsylvania",42,2010,2010,187,12702379,1.5
5948,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,1999,1999,13,1040402,1.2
5949,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2000,2000,15,1048319,1.4
5950,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2001,2001,19,1057142,1.8
5951,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2002,2002,10,1065995,0.9
5952,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2003,2003,17,1071342,1.6
5953,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2004,2004,14,1074579,1.3
5954,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2005,2005,12,1067916,1.1
5955,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2006,2006,14,1063096,1.3
5956,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2007,2007,10,1057315,0.9
5957,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2008,2008,15,1055003,1.4
5958,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2009,2009,13,1053646,1.2
5959,"","Diseases of the skin and subcutaneous tissue","L00-L98","Rhode Island",44,2010,2010,18,1052567,1.7
5960,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,1999,1999,79,3974682,2
5961,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2000,2000,77,4012012,1.9
5962,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2001,2001,73,4064995,1.8
5963,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2002,2002,72,4107795,1.8
5964,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2003,2003,86,4150297,2.1
5965,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2004,2004,80,4210921,1.9
5966,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2005,2005,75,4270150,1.8
5967,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2006,2006,75,4357847,1.7
5968,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2007,2007,83,4444110,1.9
5969,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2008,2008,73,4528996,1.6
5970,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2009,2009,65,4589872,1.4
5971,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Carolina",45,2010,2010,75,4625364,1.6
5972,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Dakota",46,2000,2000,14,754844,1.9
5973,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Dakota",46,2002,2002,10,760020,1.3
5974,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Dakota",46,2005,2005,11,775493,1.4
5975,"","Diseases of the skin and subcutaneous tissue","L00-L98","South Dakota",46,2007,2007,14,791623,1.8
5976,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,1999,1999,82,5638706,1.5
5977,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2000,2000,80,5689283,1.4
5978,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2001,2001,86,5750789,1.5
5979,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2002,2002,88,5795918,1.5
5980,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2003,2003,103,5847812,1.8
5981,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2004,2004,98,5910809,1.7
5982,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2005,2005,96,5991057,1.6
5983,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2006,2006,91,6088766,1.5
5984,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2007,2007,82,6175727,1.3
5985,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2008,2008,101,6247411,1.6
5986,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2009,2009,92,6306019,1.5
5987,"","Diseases of the skin and subcutaneous tissue","L00-L98","Tennessee",47,2010,2010,105,6346105,1.7
5988,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,1999,1999,253,20558220,1.2
5989,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2000,2000,274,20851820,1.3
5990,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2001,2001,276,21319622,1.3
5991,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2002,2002,280,21690325,1.3
5992,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2003,2003,314,22030931,1.4
5993,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2004,2004,311,22394023,1.4
5994,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2005,2005,305,22778123,1.3
5995,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2006,2006,317,23359580,1.4
5996,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2007,2007,275,23831983,1.2
5997,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2008,2008,309,24309039,1.3
5998,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2009,2009,323,24801761,1.3
5999,"","Diseases of the skin and subcutaneous tissue","L00-L98","Texas",48,2010,2010,269,25145561,1.1
6000,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,1999,1999,21,2203482,1
6001,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2000,2000,21,2233169,0.9
6002,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2001,2001,15,2283715,0.7
6003,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2002,2002,28,2324815,1.2
6004,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2003,2003,18,2360137,0.8
6005,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2004,2004,32,2401580,1.3
6006,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2005,2005,21,2457719,0.9
6007,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2006,2006,21,2525507,0.8
6008,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2007,2007,33,2597746,1.3
6009,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2008,2008,36,2663029,1.4
6010,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2009,2009,24,2723421,0.9
6011,"","Diseases of the skin and subcutaneous tissue","L00-L98","Utah",49,2010,2010,35,2763885,1.3
6012,"","Diseases of the skin and subcutaneous tissue","L00-L98","Vermont",50,2005,2005,10,621215,1.6
6013,"","Diseases of the skin and subcutaneous tissue","L00-L98","Vermont",50,2010,2010,13,625741,2.1
6014,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,1999,1999,122,7000174,1.7
6015,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2000,2000,107,7078515,1.5
6016,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2001,2001,127,7198362,1.8
6017,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2002,2002,137,7286873,1.9
6018,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2003,2003,127,7366977,1.7
6019,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2004,2004,133,7475575,1.8
6020,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2005,2005,130,7577105,1.7
6021,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2006,2006,95,7673725,1.2
6022,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2007,2007,108,7751000,1.4
6023,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2008,2008,109,7833496,1.4
6024,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2009,2009,103,7925937,1.3
6025,"","Diseases of the skin and subcutaneous tissue","L00-L98","Virginia",51,2010,2010,109,8001024,1.4
6026,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,1999,1999,50,5842564,0.9
6027,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2000,2000,34,5894121,0.6
6028,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2001,2001,33,5985722,0.6
6029,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2002,2002,55,6052349,0.9
6030,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2003,2003,65,6104115,1.1
6031,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2004,2004,76,6178645,1.2
6032,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2005,2005,72,6257305,1.2
6033,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2006,2006,85,6370753,1.3
6034,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2007,2007,77,6461587,1.2
6035,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2008,2008,66,6562231,1
6036,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2009,2009,76,6667426,1.1
6037,"","Diseases of the skin and subcutaneous tissue","L00-L98","Washington",53,2010,2010,77,6724540,1.1
6038,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,1999,1999,40,1811799,2.2
6039,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2000,2000,24,1808344,1.3
6040,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2001,2001,26,1801481,1.4
6041,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2002,2002,21,1805414,1.2
6042,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2003,2003,26,1812295,1.4
6043,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2004,2004,28,1816438,1.5
6044,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2005,2005,38,1820492,2.1
6045,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2006,2006,28,1827912,1.5
6046,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2007,2007,30,1834052,1.6
6047,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2008,2008,39,1840310,2.1
6048,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2009,2009,40,1847775,2.2
6049,"","Diseases of the skin and subcutaneous tissue","L00-L98","West Virginia",54,2010,2010,31,1852994,1.7
6050,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,1999,1999,56,5332666,1.1
6051,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2000,2000,70,5363675,1.3
6052,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2001,2001,65,5406835,1.2
6053,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2002,2002,77,5445162,1.4
6054,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2003,2003,72,5479203,1.3
6055,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2004,2004,85,5514026,1.5
6056,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2005,2005,71,5546166,1.3
6057,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2006,2006,65,5577655,1.2
6058,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2007,2007,64,5610775,1.1
6059,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2008,2008,68,5640996,1.2
6060,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2009,2009,80,5669264,1.4
6061,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wisconsin",55,2010,2010,83,5686986,1.5
6062,"","Diseases of the skin and subcutaneous tissue","L00-L98","Wyoming",56,1999,1999,10,491780,2
6063,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,1999,1999,193,4430141,4.4
6064,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2000,2000,243,4447100,5.5
6065,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2001,2001,246,4467634,5.5
6066,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2002,2002,240,4480089,5.4
6067,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2003,2003,252,4503491,5.6
6068,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2004,2004,243,4530729,5.4
6069,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2005,2005,212,4569805,4.6
6070,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2006,2006,183,4628981,4
6071,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2007,2007,258,4672840,5.5
6072,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2008,2008,262,4718206,5.6
6073,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2009,2009,197,4757938,4.1
6074,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alabama",1,2010,2010,231,4779736,4.8
6075,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,1999,1999,15,624779,2.4
6076,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2000,2000,13,626932,2.1
6077,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2001,2001,22,633714,3.5
6078,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2002,2002,22,642337,3.4
6079,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2003,2003,17,648414,2.6
6080,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2004,2004,24,659286,3.6
6081,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2005,2005,25,666946,3.7
6082,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2006,2006,13,675302,1.9
6083,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2007,2007,23,680300,3.4
6084,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2008,2008,21,687455,3.1
6085,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2009,2009,28,698895,4
6086,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Alaska",2,2010,2010,26,710231,3.7
6087,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,1999,1999,260,5023823,5.2
6088,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2000,2000,246,5130632,4.8
6089,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2001,2001,244,5273477,4.6
6090,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2002,2002,267,5396255,4.9
6091,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2003,2003,241,5510364,4.4
6092,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2004,2004,222,5652404,3.9
6093,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2005,2005,250,5839077,4.3
6094,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2006,2006,256,6029141,4.2
6095,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2007,2007,249,6167681,4
6096,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2008,2008,256,6280362,4.1
6097,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2009,2009,245,6343154,3.9
6098,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arizona",4,2010,2010,228,6392017,3.6
6099,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arkansas",5,1999,1999,132,2651860,5
6100,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arkansas",5,2000,2000,133,2673400,5
6101,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arkansas",5,2001,2001,136,2691571,5.1
6102,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arkansas",5,2002,2002,153,2705927,5.7
6103,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arkansas",5,2003,2003,157,2724816,5.8
6104,"","Diseases of the musculoskeletal system and connective tissue","M00-M99","Arkansas",5,2004,2004,134,2749686,4.9
